bahmni	reverse_etl	encounters create
bahmni	reverse_etl	observations create
bahmni	reverse_etl	appointments create
bahmni	reverse_etl	visits create
bahmni	reverse_etl	lab_orders create
bahmni	reverse_etl	diagnoses create
bahmni	reverse_etl	appointments status-change
bahmni	reverse_etl	appointments provider-response
bahmni	reverse_etl	notes create
bitbucket	etl	repositories list
bitbucket	reverse_etl	repositories create
bitbucket	reverse_etl	repositories delete
chatwoot	direct_read	account get
chatwoot	direct_read	account get-branded-email-layout
chatwoot	reverse_etl	account update
chatwoot	reverse_etl	account update-branded-email-layout
chatwoot	reverse_etl	agent-bots create
chatwoot	reverse_etl	agent-bots delete
chatwoot	direct_read	agent-bots get
chatwoot	direct_read	agent-bots list
chatwoot	reverse_etl	agent-bots update
chatwoot	reverse_etl	agents create
chatwoot	reverse_etl	agents delete
chatwoot	etl	agents list
chatwoot	reverse_etl	agents update
chatwoot	direct_read	audit-logs list
chatwoot	reverse_etl	automation-rules create
chatwoot	reverse_etl	automation-rules delete
chatwoot	direct_read	automation-rules get
chatwoot	direct_read	automation-rules list
chatwoot	reverse_etl	automation-rules update
chatwoot	reverse_etl	canned-responses create
chatwoot	reverse_etl	canned-responses delete
chatwoot	direct_read	canned-responses list
chatwoot	reverse_etl	canned-responses update
chatwoot	reverse_etl	contacts create
chatwoot	reverse_etl	contacts create-inbox
chatwoot	reverse_etl	contacts delete
chatwoot	direct_read	contacts filter
chatwoot	direct_read	contacts get
chatwoot	etl	contacts list
chatwoot	direct_read	contacts list-contactable-inboxes
chatwoot	direct_read	contacts list-conversations
chatwoot	direct_read	contacts list-labels
chatwoot	reverse_etl	contacts merge
chatwoot	direct_read	contacts search
chatwoot	reverse_etl	contacts update
chatwoot	reverse_etl	contacts update-labels
chatwoot	reverse_etl	conversations assign
chatwoot	reverse_etl	conversations create
chatwoot	reverse_etl	conversations destroy-custom-attributes
chatwoot	direct_read	conversations filter
chatwoot	direct_read	conversations get
chatwoot	etl	conversations list
chatwoot	direct_read	conversations list-labels
chatwoot	direct_read	conversations list-reporting-events
chatwoot	direct_read	conversations meta
chatwoot	reverse_etl	conversations toggle-priority
chatwoot	reverse_etl	conversations toggle-status
chatwoot	reverse_etl	conversations toggle-typing-status
chatwoot	reverse_etl	conversations update
chatwoot	reverse_etl	conversations update-labels
chatwoot	reverse_etl	custom-attributes create
chatwoot	reverse_etl	custom-attributes delete
chatwoot	direct_read	custom-attributes get
chatwoot	direct_read	custom-attributes list
chatwoot	reverse_etl	custom-attributes update
chatwoot	reverse_etl	custom-filters create
chatwoot	reverse_etl	custom-filters delete
chatwoot	direct_read	custom-filters get
chatwoot	direct_read	custom-filters list
chatwoot	reverse_etl	custom-filters update
chatwoot	reverse_etl	inbox-members add
chatwoot	direct_read	inbox-members list
chatwoot	reverse_etl	inbox-members remove
chatwoot	reverse_etl	inbox-members set
chatwoot	direct_read	inboxes get
chatwoot	direct_read	inboxes get-agent-bot
chatwoot	etl	inboxes list
chatwoot	direct_read	inboxes list-message-templates
chatwoot	reverse_etl	inboxes set-agent-bot
chatwoot	reverse_etl	integrations create-hook
chatwoot	reverse_etl	integrations delete-hook
chatwoot	direct_read	integrations list-apps
chatwoot	reverse_etl	integrations update-hook
chatwoot	reverse_etl	labels create
chatwoot	reverse_etl	labels delete
chatwoot	direct_read	labels get
chatwoot	etl	labels list
chatwoot	reverse_etl	labels update
chatwoot	reverse_etl	messages delete
chatwoot	etl	messages list
chatwoot	reverse_etl	messages send
chatwoot	reverse_etl	portals create
chatwoot	reverse_etl	portals create-article
chatwoot	reverse_etl	portals create-category
chatwoot	direct_read	portals list
chatwoot	reverse_etl	portals update
chatwoot	direct_read	reporting-events list
chatwoot	reverse_etl	teams add-members
chatwoot	reverse_etl	teams create
chatwoot	reverse_etl	teams delete
chatwoot	direct_read	teams get
chatwoot	etl	teams list
chatwoot	direct_read	teams list-members
chatwoot	reverse_etl	teams remove-members
chatwoot	reverse_etl	teams set-members
chatwoot	reverse_etl	teams update
chatwoot	reverse_etl	webhooks create
chatwoot	reverse_etl	webhooks delete
chatwoot	direct_read	webhooks list
chatwoot	reverse_etl	webhooks update
crisp	etl	conversations list
crisp	etl	conversations suggested-segments
crisp	etl	conversations suggested-data
crisp	etl	conversations spam-list
crisp	etl	conversations spam-content
crisp	etl	conversation get
crisp	etl	conversation messages
crisp	etl	conversation message
crisp	etl	conversation routing
crisp	etl	conversation meta
crisp	etl	conversation original-message
crisp	etl	conversation pages
crisp	etl	conversation events
crisp	etl	conversation files
crisp	etl	conversation state
crisp	etl	conversation relations
crisp	etl	conversation participants
crisp	etl	conversation block-status
crisp	etl	conversation verify-status
crisp	etl	conversation browsing
crisp	etl	conversation call
defillama	etl	chains list
defillama	etl	dexs list
defillama	etl	fees list
defillama	etl	historical chain tvl list
defillama	etl	open interest list
defillama	etl	options list
defillama	etl	pools list
defillama	etl	protocols list
defillama	etl	stablecoin chains list
defillama	etl	stablecoins list
dockerhub	etl	repositories list
dockerhub	etl	repository detail list
dockerhub	etl	tag detail list
dockerhub	etl	tags list
docuseal	reverse_etl	archive submission apply
docuseal	reverse_etl	archive template apply
docuseal	reverse_etl	clone template apply
docuseal	etl	submissions list
docuseal	etl	submitters list
docuseal	etl	template detail list
docuseal	etl	templates list
docuseal	reverse_etl	update submitter apply
docuseal	reverse_etl	update template apply
flexmail	etl	contacts list
flexmail	etl	custom fields list
flexmail	etl	interests list
flexmail	etl	segments list
flexmail	etl	sources list
freshchat	etl	account configuration
freshchat	etl	agents list
freshchat	etl	agents view
freshchat	etl	agents statuses
freshchat	etl	users list
freshchat	etl	users view
freshchat	etl	users conversations
freshchat	etl	conversations view
freshchat	etl	conversations messages
freshchat	etl	conversations fields
freshchat	etl	groups list
freshchat	etl	channels list
freshchat	etl	roles list
freshchat	etl	outbound messages list
freshchat	etl	reports status
freshchat	etl	metrics historical
freshchat	etl	metrics instant
freshchat	etl	business-hours status
freshchat	reverse_etl	users create
freshchat	reverse_etl	users update
freshchat	reverse_etl	users delete
freshchat	reverse_etl	conversations create
freshchat	reverse_etl	conversations update
freshchat	reverse_etl	conversations message send
freshchat	reverse_etl	agents create
freshchat	reverse_etl	agents update
freshchat	reverse_etl	agents status update
freshchat	reverse_etl	agents delete
freshchat	reverse_etl	outbound whatsapp send
freshchat	reverse_etl	reports extract
freshchat	reverse_etl	csat create
github	direct_read	actions access view
github	reverse_etl	actions add-custom-labels-to-self-hosted-runner-for-org
github	reverse_etl	actions add-repo-access-to-self-hosted-runner-group-in-org
github	reverse_etl	actions add-selected-repo-to-org-secret
github	reverse_etl	actions add-selected-repo-to-org-variable
github	reverse_etl	actions add-self-hosted-runner-to-group-for-org
github	direct_read	actions approvals view
github	reverse_etl	actions approve create
github	direct_read	actions artifact-and-log-retention view
github	reverse_etl	actions artifacts delete
github	direct_read	actions attempts view
github	reverse_etl	actions caches delete-2
github	reverse_etl	actions caches delete
github	direct_read	actions caches view
github	direct_read	actions concurrency_groups view-2
github	direct_read	actions concurrency_groups view-3
github	direct_read	actions concurrency_groups view
github	reverse_etl	actions create-hosted-runner-for-org
github	reverse_etl	actions create-or-update-org-secret
github	reverse_etl	actions create-org-variable
github	reverse_etl	actions create-registration-token-for-org
github	reverse_etl	actions create-remove-token-for-org
github	reverse_etl	actions create-self-hosted-runner-group-for-org
github	reverse_etl	actions delete-custom-image-from-org
github	reverse_etl	actions delete-custom-image-version-from-org
github	reverse_etl	actions delete-hosted-runner-for-org
github	reverse_etl	actions delete-org-secret
github	reverse_etl	actions delete-org-variable
github	reverse_etl	actions delete-self-hosted-runner-from-org
github	reverse_etl	actions delete-self-hosted-runner-group-from-org
github	reverse_etl	actions deployment_protection_rule create
github	reverse_etl	actions disable set
github	reverse_etl	actions disable-selected-repository-github-actions-organization
github	reverse_etl	actions disable-selected-repository-self-hosted-runners-organization
github	direct_read	actions downloads view
github	reverse_etl	actions enable set
github	reverse_etl	actions enable-selected-repository-github-actions-organization
github	reverse_etl	actions enable-selected-repository-self-hosted-runners-organization
github	reverse_etl	actions force-cancel create
github	direct_read	actions fork-pr-contributor-approval view
github	direct_read	actions fork-pr-workflows-private-repos view
github	reverse_etl	actions generate-jitconfig create
github	reverse_etl	actions generate-runner-jitconfig-for-org
github	direct_read	actions get-actions-cache-retention-limit-for-enterprise
github	direct_read	actions get-actions-cache-retention-limit-for-organization
github	direct_read	actions get-actions-cache-storage-limit-for-enterprise
github	direct_read	actions get-actions-cache-storage-limit-for-organization
github	direct_read	actions get-actions-cache-usage-by-repo-for-org
github	direct_read	actions get-actions-cache-usage-for-org
github	direct_read	actions get-allowed-actions-organization
github	direct_read	actions get-artifact-and-log-retention-settings-organization
github	direct_read	actions get-custom-image-for-org
github	direct_read	actions get-custom-image-version-for-org
github	direct_read	actions get-fork-pr-contributor-approval-permissions-organization
github	direct_read	actions get-github-actions-default-workflow-permissions-organization
github	direct_read	actions get-github-actions-permissions-organization
github	direct_read	actions get-hosted-runner-for-org
github	direct_read	actions get-hosted-runners-github-owned-images-for-org
github	direct_read	actions get-hosted-runners-limits-for-org
github	direct_read	actions get-hosted-runners-machine-specs-for-org
github	direct_read	actions get-hosted-runners-partner-images-for-org
github	direct_read	actions get-hosted-runners-platforms-for-org
github	direct_read	actions get-org-public-key
github	direct_read	actions get-org-secret
github	direct_read	actions get-org-variable
github	direct_read	actions get-private-repo-fork-pr-workflows-settings-organization
github	direct_read	actions get-self-hosted-runner-for-org
github	direct_read	actions get-self-hosted-runner-group-for-org
github	direct_read	actions get-self-hosted-runners-permissions-organization
github	direct_read	actions jobs view-2
github	direct_read	actions jobs view-3
github	direct_read	actions jobs view
github	reverse_etl	actions labels create
github	reverse_etl	actions labels delete-2
github	reverse_etl	actions labels delete
github	reverse_etl	actions labels set
github	direct_read	actions labels view
github	direct_read	actions list-custom-image-versions-for-org
github	direct_read	actions list-custom-images-for-org
github	direct_read	actions list-github-hosted-runners-in-group-for-org
github	direct_read	actions list-hosted-runners-for-org
github	direct_read	actions list-labels-for-self-hosted-runner-for-org
github	direct_read	actions list-org-secrets
github	direct_read	actions list-org-variables
github	direct_read	actions list-repo-access-to-self-hosted-runner-group-in-org
github	direct_read	actions list-runner-applications-for-org
github	direct_read	actions list-selected-repos-for-org-secret
github	direct_read	actions list-selected-repos-for-org-variable
github	direct_read	actions list-selected-repositories-enabled-github-actions-organization
github	direct_read	actions list-selected-repositories-self-hosted-runners-organization
github	direct_read	actions list-self-hosted-runner-groups-for-org
github	direct_read	actions list-self-hosted-runners-for-org
github	direct_read	actions list-self-hosted-runners-in-group-for-org
github	reverse_etl	actions logs delete
github	direct_read	actions organization-secrets view
github	direct_read	actions organization-variables view
github	reverse_etl	actions pending_deployments create
github	direct_read	actions pending_deployments view
github	reverse_etl	actions permissions set-2
github	reverse_etl	actions permissions set-3
github	reverse_etl	actions permissions set-4
github	reverse_etl	actions permissions set-5
github	reverse_etl	actions permissions set-6
github	reverse_etl	actions permissions set-7
github	reverse_etl	actions permissions set
github	direct_read	actions permissions view
github	direct_read	actions public-key view
github	reverse_etl	actions registration-token create
github	reverse_etl	actions remove-all-custom-labels-from-self-hosted-runner-for-org
github	reverse_etl	actions remove-custom-label-from-self-hosted-runner-for-org
github	reverse_etl	actions remove-repo-access-to-self-hosted-runner-group-in-org
github	reverse_etl	actions remove-selected-repo-from-org-secret
github	reverse_etl	actions remove-selected-repo-from-org-variable
github	reverse_etl	actions remove-self-hosted-runner-from-group-for-org
github	reverse_etl	actions remove-token create
github	reverse_etl	actions rerun create
github	reverse_etl	actions rerun-failed-jobs create
github	reverse_etl	actions retention-limit set
github	direct_read	actions retention-limit view
github	reverse_etl	actions runners delete
github	direct_read	actions runners view-2
github	direct_read	actions runners view
github	direct_read	actions runs view-2
github	direct_read	actions runs view
github	direct_read	actions secrets view-2
github	direct_read	actions secrets view
github	direct_read	actions selected-actions view
github	reverse_etl	actions set-actions-cache-retention-limit-for-enterprise
github	reverse_etl	actions set-actions-cache-retention-limit-for-organization
github	reverse_etl	actions set-actions-cache-storage-limit-for-enterprise
github	reverse_etl	actions set-actions-cache-storage-limit-for-organization
github	reverse_etl	actions set-allowed-actions-organization
github	reverse_etl	actions set-artifact-and-log-retention-settings-organization
github	reverse_etl	actions set-custom-labels-for-self-hosted-runner-for-org
github	reverse_etl	actions set-fork-pr-contributor-approval-permissions-organization
github	reverse_etl	actions set-github-actions-default-workflow-permissions-organization
github	reverse_etl	actions set-github-actions-permissions-organization
github	reverse_etl	actions set-private-repo-fork-pr-workflows-settings-organization
github	reverse_etl	actions set-repo-access-to-self-hosted-runner-group-in-org
github	reverse_etl	actions set-selected-repos-for-org-secret
github	reverse_etl	actions set-selected-repos-for-org-variable
github	reverse_etl	actions set-selected-repositories-enabled-github-actions-organization
github	reverse_etl	actions set-selected-repositories-self-hosted-runners-organization
github	reverse_etl	actions set-self-hosted-runners-in-group-for-org
github	reverse_etl	actions set-self-hosted-runners-permissions-organization
github	reverse_etl	actions storage-limit set
github	direct_read	actions storage-limit view
github	reverse_etl	actions sub set
github	direct_read	actions sub view
github	direct_read	actions timing view-2
github	direct_read	actions timing view
github	reverse_etl	actions update-hosted-runner-for-org
github	reverse_etl	actions update-org-variable
github	reverse_etl	actions update-self-hosted-runner-group-for-org
github	direct_read	actions usage view
github	direct_read	actions variables view-2
github	direct_read	actions variables view
github	direct_read	actions workflow view
github	direct_read	actions workflows view
github	reverse_etl	activity delete-thread-subscription
github	direct_read	activity get-feeds
github	direct_read	activity get-thread
github	direct_read	activity get-thread-subscription-for-authenticated-user
github	direct_read	activity list-events-for-authenticated-user
github	direct_read	activity list-notifications-for-authenticated-user
github	direct_read	activity list-org-events-for-authenticated-user
github	direct_read	activity list-public-events
github	direct_read	activity list-public-events-for-repo-network
github	direct_read	activity list-public-events-for-user
github	direct_read	activity list-public-org-events
github	direct_read	activity list-received-events-for-user
github	direct_read	activity list-received-public-events-for-user
github	direct_read	activity list-repos-starred-by-authenticated-user
github	direct_read	activity list-repos-starred-by-user
github	direct_read	activity list-repos-watched-by-user
github	direct_read	activity list-watched-repos-for-authenticated-user
github	reverse_etl	activity mark-notifications-as-read
github	reverse_etl	activity mark-thread-as-done
github	reverse_etl	activity mark-thread-as-read
github	reverse_etl	activity set-thread-subscription
github	reverse_etl	activity star-repo-for-authenticated-user
github	reverse_etl	activity unstar-repo-for-authenticated-user
github	direct_read	activity view
github	direct_read	agent-task list
github	reverse_etl	agent-tasks create-task-in-repo
github	direct_read	agent-tasks get-task-by-id
github	direct_read	agent-tasks get-task-by-repo-and-id
github	direct_read	agent-tasks list-tasks
github	direct_read	agent-tasks list-tasks-for-repo
github	reverse_etl	agents add-selected-repo-to-org-secret
github	reverse_etl	agents add-selected-repo-to-org-variable
github	reverse_etl	agents create-or-update-org-secret
github	reverse_etl	agents create-org-variable
github	reverse_etl	agents delete-org-secret
github	reverse_etl	agents delete-org-variable
github	direct_read	agents get-org-public-key
github	direct_read	agents get-org-secret
github	direct_read	agents get-org-variable
github	direct_read	agents list-org-secrets
github	direct_read	agents list-org-variables
github	direct_read	agents list-selected-repos-for-org-secret
github	direct_read	agents list-selected-repos-for-org-variable
github	direct_read	agents organization-secrets view
github	direct_read	agents organization-variables view
github	direct_read	agents public-key view
github	reverse_etl	agents remove-selected-repo-from-org-secret
github	reverse_etl	agents remove-selected-repo-from-org-variable
github	direct_read	agents secrets view-2
github	direct_read	agents secrets view
github	reverse_etl	agents set-selected-repos-for-org-secret
github	reverse_etl	agents set-selected-repos-for-org-variable
github	reverse_etl	agents update-org-variable
github	direct_read	agents variables view-2
github	direct_read	agents variables view
github	reverse_etl	api agents set-selected-repos-for-org-secret
github	reverse_etl	api agents set-selected-repos-for-org-variable
github	reverse_etl	api agents update-org-variable
github	reverse_etl	api code-scanning update-alert
github	reverse_etl	api dependabot update-alert
github	reverse_etl	api git create-ref
github	reverse_etl	api git delete-ref
github	reverse_etl	api git update-ref
github	reverse_etl	api issues add-assignees
github	reverse_etl	api issues add-labels
github	reverse_etl	api issues create-milestone
github	reverse_etl	api issues delete-comment
github	reverse_etl	api issues delete-milestone
github	reverse_etl	api issues remove-assignees
github	reverse_etl	api issues remove-label
github	reverse_etl	api issues set-labels
github	reverse_etl	api issues update-comment
github	reverse_etl	api issues update-milestone
github	reverse_etl	api pulls create-review-comment
github	reverse_etl	api pulls delete-review-comment
github	reverse_etl	api pulls dismiss-review
github	reverse_etl	api pulls request-reviewers
github	reverse_etl	api pulls submit-review
github	reverse_etl	api pulls update-review-comment
github	reverse_etl	api repos add-collaborator
github	reverse_etl	api repos create-commit-comment
github	reverse_etl	api repos create-deployment
github	reverse_etl	api repos create-or-update-environment
github	reverse_etl	api repos create-or-update-file-contents
github	reverse_etl	api repos create-webhook
github	reverse_etl	api repos delete-an-environment
github	reverse_etl	api repos delete-commit-comment
github	reverse_etl	api repos delete-file
github	reverse_etl	api repos delete-webhook
github	reverse_etl	api repos merge
github	reverse_etl	api repos remove-collaborator
github	reverse_etl	api repos replace-all-topics
github	reverse_etl	api repos update-commit-comment
github	reverse_etl	api repos update-release-asset
github	reverse_etl	api repos update-webhook
github	reverse_etl	api secret-scanning update-alert
github	direct_read	api-insights get-route-stats-by-actor
